source_id,destination_id,source_name,destination_name,route_type,delay_ratio,sla_breach_rate,trip_count,median_actual_dist_km,median_actual_time_h,median_osrm_time_h,std_delay,is_sla_breach,composite_breach_score,excess_delay_pct
IND274509AAB,IND274001AAA,SALEMPUR_BANJARIA_D (UTTAR PRADESH),DEORIA_CCROAD_D (UTTAR PRADESH),FTL,2.125,1.0,1,22.021690174111043,51.0,24.0,,1,1.4729377586898837,112.5
IND274509AAB,IND274402AAA,SALEMPUR_BANJARIA_D (UTTAR PRADESH),KUSHINAGAR_JISWLDPP_D (UTTAR PRADESH),FTL,2.642210144927536,1.0,2,22.73671653358034,62.5,23.5,1.1541724816106511,1,2.9027645344609385,164.2
IND274304AAB,IND274301AAB,PADRAUNA_BAWLIDPPP_D (UTTAR PRADESH),KAPTANGANJ_SUBSHNGR_D (UTTAR PRADESH),FTL,2.235294117647059,1.0,13,23.12685415719823,38.0,16.0,0.40232454489678354,1,5.899069325022342,123.5
IND274304AAB,IND274304AAA,PADRAUNA_BAWLIDPPP_D (UTTAR PRADESH),KUSHINAGAR_KASYADPP_D (UTTAR PRADESH),FTL,2.909090909090909,1.0,1,15.566716416366186,32.0,11.0,,1,2.016428161628932,190.9
IND274301AAB,IND273014AAB,KAPTANGANJ_SUBSHNGR_D (UTTAR PRADESH),GORAKHPUR_MATRIPRM_IP (UTTAR PRADESH),FTL,4.222222222222221,1.0,16,23.585503078867525,84.0,19.0,2.0689628577042694,1,11.962456341570688,322.2
IND845438AAA,IND845455AAB,BETTIAH_BYPASSRD_D (BIHAR),NARKTIGANJ_CENTRAL_DPP_2 (BIHAR),FTL,1.7391304347826086,1.0,15,23.522259894243827,40.0,24.0,0.4090980328640089,1,4.821893429982228,73.9
IND845455AAB,IND845418AAB,NARKTIGANJ_CENTRAL_DPP_2 (BIHAR),DHAKA_PCHPKRRD_D (BIHAR),FTL,1.8695652173913044,1.0,3,22.20656824753677,43.0,23.0,0.4645830862457299,1,2.5917677186154475,87.0
IND845455AAB,IND842001AAA,NARKTIGANJ_CENTRAL_DPP_2 (BIHAR),MUZAFFRPUR_BBGANJ_I (BIHAR),FTL,2.2941176470588234,1.0,17,22.77260578123348,39.0,18.0,1.1467053783429824,1,6.630852856350024,129.4
IND845418AAB,IND842001AAA,DHAKA_PCHPKRRD_D (BIHAR),MUZAFFRPUR_BBGANJ_I (BIHAR),FTL,3.314102564102564,1.0,2,22.219797349611575,77.5,22.0,1.6227194081075897,1,3.640913802829569,231.4
IND845418AAB,IND845438AAA,DHAKA_PCHPKRRD_D (BIHAR),BETTIAH_BYPASSRD_D (BIHAR),FTL,1.6948529411764706,1.0,12,23.517463037469458,27.5,17.0,0.29446899912168917,1,4.347211962462384,69.5
IND493118AAC,IND495334AAB,BHATPARA_TRENGARD_D (CHHATTISGARH),MUNGELI_PANDERIA_D (CHHATTISGARH),CARTING,1.8,1.0,11,10.252845391176503,18.0,10.0,0.37531812881043547,1,4.472831969618401,80.0
IND495334AAB,IND491995AAB,MUNGELI_PANDERIA_D (CHHATTISGARH),KAWARDHA_TRNSPTNGR_D (CHHATTISGARH),CARTING,0.625,0.0,12,10.662607593731163,16.0,20.0,0.26378878565064595,0,1.6030933484134604,-37.5
IND815351AAA,IND814101AAB,JAMTARA_D (JHARKHAND),DUMKA_DUDHANI_D (JHARKHAND),FTL,1.0568910256410255,0.16666666666666666,12,23.48300692187185,35.5,32.0,0.16046384105421954,0,2.710871957124813,5.7
IND814101AAB,IND816107AAA,DUMKA_DUDHANI_D (JHARKHAND),PAKUR_HATPADA_D (JHARKHAND),FTL,1.3333333333333333,0.8181818181818182,11,22.516436282864284,36.0,27.0,0.2911277676930072,1,3.3132088663840005,33.3
IND816107AAA,IND826004AAA,PAKUR_HATPADA_D (JHARKHAND),DHANBAD_KALYNPUR_I (JHARKHAND),FTL,1.6625,1.0,8,22.46053569854974,64.5,40.0,0.28426645107180226,1,3.652885859821465,66.3
IND174307AAA,IND176041AAA,BANGANA_BHALETI_D (HIMACHAL PRADESH),BHOTA_BPASSDPP_D (HIMACHAL PRADESH),FTL,1.0769230769230769,0.29411764705882354,17,18.81135948965838,57.0,54.0,0.28872636467478646,0,3.1127080469651003,7.7
IND176110AAB,IND177033AAA,SUJANPUR_SAINKSCL_D (HIMACHAL PRADESH),NADAUN_WARD6_D (HIMACHAL PRADESH),FTL,2.1,1.0,9,15.799837876360698,63.0,30.0,0.24990101447344937,1,4.835428695287496,110.0
IND177033AAA,IND160002AAC,NADAUN_WARD6_D (HIMACHAL PRADESH),CHANDIGARH_MEHMDPUR_H (PUNJAB),FTL,1.11463133640553,0.4444444444444444,18,24.035877121347784,33.0,30.0,0.4894362054869046,0,3.281963954312824,11.5
IND124507AAA,IND131028AAB,BAHADURGARH_DC (HARYANA),SONIPAT_KUNDLI_H (HARYANA),FTL,2.05,1.0,9,22.35393540243465,82.0,40.0,0.6722910967406125,1,4.720299440637794,105.0
IND124507AAA,IND131028AAE,BAHADURGARH_DC (HARYANA),SONIPAT_CENTRAL_D_2 (HARYANA),FTL,2.4054054054054053,1.0,3,22.0230755982209,104.0,38.0,0.4014708919210619,1,3.334599949720818,140.5
IND246701AAA,IND246763AAA,BIJNOR_NAGINARD_D (UTTAR PRADESH),NAJIBABAD_KOTDWRRD_D (UTTAR PRADESH),FTL,1.8473684210526315,1.0,12,23.126079688876477,36.0,19.5,0.5110064289830226,1,4.738406444573681,84.7
IND246763AAA,IND246761AAA,NAJIBABAD_KOTDWRRD_D (UTTAR PRADESH),DHAMPUR_NAGINARD_D (UTTAR PRADESH),FTL,2.65,1.0,11,22.71968707266873,52.0,19.0,0.3483935929888821,1,6.585002621938201,165.0
IND246763AAA,IND244901AAB,NAJIBABAD_KOTDWRRD_D (UTTAR PRADESH),RAMPUR_ROSHNBGH_I (UTTAR PRADESH),FTL,0.5555555555555556,0.0,3,22.797542384781053,35.0,62.0,0.09641399402324069,0,0.7701635339554948,-44.4
IND246761AAA,IND244501AAA,DHAMPUR_NAGINARD_D (UTTAR PRADESH),KANTH_DAYANAND_D (UTTAR PRADESH),FTL,0.35303550973654063,0.0,10,23.432850981776838,33.0,91.5,0.037118253511903065,0,0.8465421799272139,-64.7
IND246761AAA,IND244901AAB,DHAMPUR_NAGINARD_D (UTTAR PRADESH),RAMPUR_ROSHNBGH_I (UTTAR PRADESH),FTL,0.5967741935483871,0.0,1,22.36263000555889,37.0,62.0,,0,0.4136523496889996,-40.3
IND246761AAA,IND244601AAB,DHAMPUR_NAGINARD_D (UTTAR PRADESH),THAKURDWARA_FATHULUH_D (UTTAR PRADESH),FTL,1.0714285714285714,0.0,1,22.251285759837547,30.0,28.0,,0,0.7426576934570842,7.1
IND244501AAA,IND244601AAB,KANTH_DAYANAND_D (UTTAR PRADESH),THAKURDWARA_FATHULUH_D (UTTAR PRADESH),FTL,0.9158986175115207,0.0,8,23.12032648146839,27.0,30.0,0.13375774852518207,0,2.012434952744579,-8.4
IND244601AAB,IND244901AAB,THAKURDWARA_FATHULUH_D (UTTAR PRADESH),RAMPUR_ROSHNBGH_I (UTTAR PRADESH),FTL,1.0384615384615385,0.3333333333333333,9,22.602717205948583,54.0,52.0,0.775534589483124,0,2.391146058109202,3.8
IND273304AAA,IND273014AAB,NICHLAUL_WARDNO13_D (UTTAR PRADESH),GORAKHPUR_MATRIPRM_IP (UTTAR PRADESH),CARTING,4.2681818181818185,1.0,14,9.690614278059144,44.5,10.5,2.09249106110238,1,11.55845063106807,326.8
IND506002AAA,IND506132AAA,WARANGAL_HUNTERRD_I (TELANGANA),KHANPUR_NRSAMPT_D (TELANGANA),FTL,0.9615384615384616,0.0,20,22.741919114983297,26.0,26.0,0.1349450404309456,0,2.9274254208879067,-3.8
IND506002AAA,IND506343AAA,WARANGAL_HUNTERRD_I (TELANGANA),MULUGU_LAXMINGR_D (TELANGANA),FTL,1.6470588235294117,1.0,2,22.51746157616504,28.0,17.0,0.16637806616154063,1,1.8094790636886513,64.7
IND506002AAA,IND506143AAA,WARANGAL_HUNTERRD_I (TELANGANA),GHANPUR_PALAKRTY_D (TELANGANA),FTL,2.0,1.0,17,22.556940979409045,34.0,16.0,0.3839163597530596,1,5.780743515792329,100.0
IND506132AAA,IND122001AAJ,KHANPUR_NRSAMPT_D (TELANGANA),MAHBUBABAD_YELLANDA_D (TELANGANA),FTL,1.7,1.0,19,22.414122229140624,34.0,20.0,0.07912667407276078,1,5.092744865041785,70.0
IND506314AAA,IND506002AAA,RAYAPARTHI_PERKADRD_D (TELANGANA),WARANGAL_HUNTERRD_I (TELANGANA),FTL,3.3235294117647056,1.0,16,23.10337327038433,57.0,19.0,4.999719292166193,1,9.41626787877507,232.4
IND244301AAA,IND244412AAA,SAMBHAL_KHWSSRAI_D (UTTAR PRADESH),CHANDAUSI_GANESH_D (UTTAR PRADESH),FTL,1.6071428571428572,1.0,11,23.0553759299276,44.0,27.0,0.15558445428292894,1,3.993599972873572,60.7
IND244412AAA,IND243301AAB,CHANDAUSI_GANESH_D (UTTAR PRADESH),AONLA_KDIDMCLY_D (UTTAR PRADESH),FTL,0.5390342052313883,0.0,10,23.148219631730747,38.0,71.5,0.049860518574157915,0,1.292547572600973,-46.1
IND244412AAA,IND244901AAB,CHANDAUSI_GANESH_D (UTTAR PRADESH),RAMPUR_ROSHNBGH_I (UTTAR PRADESH),FTL,1.1612903225806452,0.0,3,24.3054996902397,34.0,29.0,0.29623631120666544,0,1.6098902258166472,16.1
IND243301AAB,IND244901AAB,AONLA_KDIDMCLY_D (UTTAR PRADESH),RAMPUR_ROSHNBGH_I (UTTAR PRADESH),FTL,1.2991071428571428,0.6,10,24.765825646726924,41.5,31.0,1.2420809911507051,1,3.1151228767157404,29.9
IND243301AAB,IND244901AAC,AONLA_KDIDMCLY_D (UTTAR PRADESH),RAMPUR_THANADPP_D (UTTAR PRADESH),FTL,1.3806451612903228,0.5,2,25.16549230530856,42.0,30.5,0.3102145878753887,1,1.516793740483713,38.1
IND454001AAA,IND457001AAA,DHAR_TRIMURTI_D (MADHYA PRADESH),RATLAM_KHJURWLI_DC (MADHYA PRADESH),FTL,1.0,0.0,17,23.52616782167973,26.0,25.0,0.26180673197332693,0,2.8903717578961645,0.0
IND711303AAA,IND721134AAB,BAGNAN_HAROP_D (WEST BENGAL),KOLAGHAT_CENTRAL_DPP_2 (WEST BENGAL),CARTING,0.6,0.11764705882352941,17,9.45536033862494,18.0,30.0,0.3167067285971295,0,1.7342230547376987,-40.0
IND721134AAB,IND721139AAC,KOLAGHAT_CENTRAL_DPP_2 (WEST BENGAL),PANSKURA_CENTRAL_D_3 (WEST BENGAL),CARTING,1.7321428571428572,0.8125,16,9.868500416332967,14.0,8.0,1.0864336982977887,1,4.907530256668803,73.2
IND721134AAB,IND712310AAE,KOLAGHAT_CENTRAL_DPP_2 (WEST BENGAL),KOLKATA_NORTH_I_4 (WEST BENGAL),CARTING,3.5405405405405403,1.0,1,43.61333388601373,131.0,37.0,,1,2.4541156933338604,254.1
IND721212AAA,IND712310AAE,GHATAL_KRSHDPP_D (WEST BENGAL),KOLKATA_NORTH_I_4 (WEST BENGAL),CARTING,1.9444444444444444,1.0,10,9.47814877973149,17.5,9.0,0.3711103718481585,1,4.662574141552387,94.4
IND134203AAA,IND140501AAA,NARAINGARH_WARD2DPP_D (HARYANA),LALRU_ONKARDPP_D (PUNJAB),CARTING,0.9015384615384616,0.07142857142857142,14,9.304513631769883,22.5,26.0,0.19171323658256986,0,2.441411412070608,-9.8
IND134203AAA,IND160002AAC,NARAINGARH_WARD2DPP_D (HARYANA),CHANDIGARH_MEHMDPUR_H (PUNJAB),CARTING,2.4705882352941178,1.0,1,10.087935636969366,42.0,17.0,,1,1.7124812696186884,147.1
IND244715AAA,IND244713AAA,RAMNAGAR_BHWNIGNJ_D (UTTARAKHAND),KASHIPUR_VAISHALI_D (UTTARAKHAND),FTL,0.9154761904761904,0.0,16,22.930113412170908,32.5,35.0,0.09948635138073712,0,2.593739359022893,-8.5
IND244715AAA,IND263401AAA,RAMNAGAR_BHWNIGNJ_D (UTTARAKHAND),KASHIPUR_BAJPRDPP_D (UTTARAKHAND),FTL,1.4,1.0,1,22.79356084141721,77.0,55.0,,1,0.9704060527839233,40.0
IND244713AAA,IND263401AAA,KASHIPUR_VAISHALI_D (UTTARAKHAND),KASHIPUR_BAJPRDPP_D (UTTARAKHAND),FTL,2.0217391304347827,1.0,16,19.16050293790928,45.5,22.0,0.2641771527152613,1,5.728018282548438,102.2
IND244713AAA,IND244715AAA,KASHIPUR_VAISHALI_D (UTTARAKHAND),RAMNAGAR_BHWNIGNJ_D (UTTARAKHAND),FTL,1.1470588235294117,0.0,1,22.46259356688445,39.0,34.0,,0,0.7950805894658195,14.7
IND263401AAA,IND263153AAB,KASHIPUR_BAJPRDPP_D (UTTARAKHAND),RUDRAPUR_UDHAMNGR_H (UTTARAKHAND),FTL,2.1739130434782608,1.0,15,22.6083732392727,50.0,23.0,1.0871434508444038,1,6.027366787477785,117.4
