facility_id,facility_name,betweenness_centrality,in_degree_centrality,out_degree_centrality,in_degree_raw,out_degree_raw,clustering_coefficient,pagerank,avg_incident_delay,avg_sla_breach_rate,total_trip_volume,centrality_rank,centrality_tier
IND000000ACB,GURGAON_BILASPUR_HB (HARYANA),0.27126542074716253,0.02717391304347826,0.029589371980676328,45,49,0.03715846994535519,0.009999455558194368,1.7666724005445797,0.8712673301405226,1991,1,Tier 1 — National Hub
IND562132AAA,BANGALORE_NELMNGLA_H (KARNATAKA),0.12544126275230966,0.021739130434782608,0.021135265700483092,36,35,0.05357142857142857,0.008298846398578011,1.6185650117962287,0.8453297256946763,1433,2,Tier 1 — National Hub
IND712311AAA,KOLKATA_DANKUNI_HB (WEST BENGAL),0.10967948465344367,0.014492753623188404,0.013285024154589372,24,22,0.0392156862745098,0.007732691912351154,3.4215550458284127,0.9807803911064781,481,3,Tier 1 — National Hub
IND501359AAE,HYDERABAD_SHAMSHBD_H (TELANGANA),0.08696083940238676,0.018115942028985508,0.016304347826086956,30,27,0.042682926829268296,0.00843741658342345,2.0392273853346388,0.8977074127853137,734,4,Tier 1 — National Hub
IND131028AAB,SONIPAT_KUNDLI_H (HARYANA),0.049022535769711655,0.012077294685990338,0.012077294685990338,20,20,0.03870967741935484,0.00561945842104098,1.9907279737414951,0.8720295087475572,574,5,Tier 1 — National Hub
IND302014AAA,JAIPUR_HUB (RAJASTHAN),0.046547729030751495,0.006038647342995169,0.004830917874396135,10,8,0.06666666666666667,0.003105210166016013,2.1371229873220177,0.9109443294225904,192,6,Tier 1 — National Hub
IND781018AAB,GUWAHATI_HUB (ASSAM),0.044276469100126004,0.010265700483091786,0.009057971014492754,17,15,0.03162055335968379,0.004428997568186885,1.9878520028500708,0.7346850198412699,180,7,Tier 1 — National Hub
IND209304AAA,KANPUR_CENTRAL_H_6 (UTTAR PRADESH),0.044006416898969114,0.00966183574879227,0.00785024154589372,16,13,0.03463203463203463,0.004963004088122987,2.26044221927509,0.8938622584312238,392,8,Tier 1 — National Hub
IND421302AAG,BHIWANDI_MANKOLI_HB (MAHARASHTRA),0.04290807025993549,0.01751207729468599,0.01751207729468599,29,29,0.06156156156156156,0.008326955512440472,2.4844314052167444,0.9900179075651823,1404,9,Tier 1 — National Hub
IND160002AAC,CHANDIGARH_MEHMDPUR_H (PUNJAB),0.0412736498484561,0.01932367149758454,0.01751207729468599,32,29,0.03433001107419712,0.008363490209088643,1.6781304181146324,0.7166145089434037,801,10,Tier 1 — National Hub
IND411033AAA,PUNE_TATHAWDE_H (MAHARASHTRA),0.03734983167194516,0.013888888888888888,0.012077294685990338,23,20,0.06157635467980296,0.005508583046889906,1.8825367856759587,0.8725927653855251,733,11,Tier 1 — National Hub
IND382430AAB,AHMEDABAD_EAST_H_1 (GUJARAT),0.0357557175591459,0.010265700483091786,0.00785024154589372,17,13,0.03985507246376811,0.004149303547353427,1.9686308020991399,0.9003018985371926,537,12,Tier 1 — National Hub
IND751002AAB,BHUBANESHWAR_HUB (ORISSA),0.03186817505144709,0.00785024154589372,0.003623188405797101,13,6,0.10833333333333334,0.003010363950625458,2.204996961216374,0.9327485380116959,164,13,Tier 1 — National Hub
IND600056AAB,MAA_POONAMALLEE_HB (TAMIL NADU),0.03166462824311241,0.010869565217391304,0.010869565217391304,18,18,0.05928853754940711,0.004288664544139813,1.7127263535485102,0.8337745343244203,541,14,Tier 1 — National Hub
IND530012AAA,VISAKHAPATNAM_GAJUWAKA_IP (ANDHRA PRADESH),0.02648325354778133,0.006038647342995169,0.006642512077294686,10,11,0.054945054945054944,0.0033209698392506373,2.7780741947077763,0.9368131868131868,138,15,Tier 1 — National Hub
IND462022AAA,BHOPAL_TRNSPORT_H (MADHYA PRADESH),0.023903650432252822,0.00785024154589372,0.005434782608695652,13,9,0.0718954248366013,0.0043314002581209985,2.2080584407454382,0.9804895104895105,266,16,Tier 1 — National Hub
IND842001AAA,MUZAFFRPUR_BBGANJ_I (BIHAR),0.021902442702784224,0.007246376811594202,0.009057971014492754,12,15,0.057971014492753624,0.005175909053492138,3.4203039454286692,0.9923526765632028,336,17,Tier 1 — National Hub
IND110037AAM,DELHI_AIRPORT_H (DELHI),0.021825860735291972,0.012681159420289854,0.014492753623188404,21,24,0.07056451612903226,0.005093898104471422,2.354828667575112,0.924403443714267,445,18,Tier 1 — National Hub
IND683511AAA,ALUVA_PEEDIKA_H (KERALA),0.020671085278106165,0.00785024154589372,0.004227053140096618,13,7,0.029411764705882353,0.00277217854467588,1.5349837492999048,0.8458644133644133,175,19,Tier 1 — National Hub
IND854326AAB,PURNIA_CENTRAL_H_2 (BIHAR),0.018623525305155413,0.004830917874396135,0.004830917874396135,8,8,0.15384615384615385,0.0018196014485521571,2.1319210260628605,0.9768692564745196,132,20,Tier 1 — National Hub
IND573201AAB,HASSAN_PANDRNGA_I (KARNATAKA),0.01691252292618377,0.0024154589371980675,0.0030193236714975845,4,5,0.14285714285714285,0.001515000592280288,1.6820166055234704,0.9516594516594515,94,21,Tier 1 — National Hub
IND211002AAB,ALLAHABAD_CENTRAL_H_1 (UTTAR PRADESH),0.015737594319657894,0.003623188405797101,0.0024154589371980675,6,4,0.027777777777777776,0.0017726400916738118,3.6538209390938783,0.95625,101,22,Tier 1 — National Hub
IND742101AAC,BAHARAMPUR_CHUANPUR_I (WEST BENGAL),0.0145868494923401,0.003623188405797101,0.003623188405797101,6,6,0.05454545454545454,0.001664376850893537,2.880924503486423,1.0,60,23,Tier 1 — National Hub
IND306401AAB,PALI_NAYAGAON_I (RAJASTHAN),0.013117684905449256,0.0018115942028985505,0.0024154589371980675,3,4,0.2,0.0014250670153155474,1.8191129117897766,0.8984126984126986,94,24,Tier 1 — National Hub
IND575004AAB,MANGALORE_KUNTIKNA_H (KARNATAKA),0.012662223730363754,0.003623188405797101,0.004227053140096618,6,7,0.07692307692307693,0.0016937648027899716,2.514265150264516,0.9821428571428571,57,25,Tier 1 — National Hub
IND395023AAA,SURAT_HUB (GUJARAT),0.012458676922029083,0.004830917874396135,0.004830917874396135,8,8,0.16363636363636364,0.0017939921703342225,2.060310125224864,0.9254486832611832,174,26,Tier 1 — National Hub
IND713205AAB,DURGAPUR_CENTRAL_I_1 (WEST BENGAL),0.011938725669055369,0.004227053140096618,0.006642512077294686,7,11,0.054945054945054944,0.0031585839933685354,2.227961118964648,0.9166666666666666,104,27,Tier 1 — National Hub
IND332001AAB,SIKAR_FATEHPRD_I (RAJASTHAN),0.011557831146528112,0.0018115942028985505,0.003623188405797101,3,6,0.08333333333333333,0.0014870014677209303,1.8911857950557642,0.9174603174603173,54,28,Tier 1 — National Hub
IND826004AAA,DHANBAD_KALYNPUR_I (JHARKHAND),0.01139056000700556,0.004227053140096618,0.005434782608695652,7,9,0.07692307692307693,0.0025600611375239564,2.4045171355725037,0.7857007575757575,100,29,Tier 1 — National Hub
IND786001AAB,DIBRUGARH_BOKULE_H (ASSAM),0.011388544692071553,0.003623188405797101,0.004227053140096618,6,7,0.10606060606060606,0.002471873654239065,2.3405694305694307,0.9467455621301775,80,30,Tier 1 — National Hub
IND842003AAB,JABALPUR_ADHARTAL_IP (MADHYA PRADESH),0.011160814104528804,0.0030193236714975845,0.004830917874396135,5,8,0.06060606060606061,0.004076913316381605,4.775499267869578,0.9692307692307692,62,31,Tier 1 — National Hub
IND244901AAB,RAMPUR_ROSHNBGH_I (UTTAR PRADESH),0.011160814104528804,0.006038647342995169,0.004227053140096618,10,7,0.08333333333333333,0.00352384311273281,1.4392607412757499,0.6565826330532213,131,32,Tier 1 — National Hub
IND521225AAB,VIJAYAWADA_RYNAPADU_H (ANDHRA PRADESH),0.01095323666632612,0.004830917874396135,0.004830917874396135,8,8,0.10256410256410256,0.002470353741621231,2.3526764856123408,0.9627976190476191,132,33,Tier 1 — National Hub
IND313001AAB,UDAIPUR_MANGRI_I (RAJASTHAN),0.010941144776722079,0.0024154589371980675,0.0030193236714975845,4,5,0.14285714285714285,0.001963872299527164,2.021796916533759,0.9510582010582012,100,34,Tier 1 — National Hub
IND125005AAA,HISAR_INDSTLAR_I (HARYANA),0.010719460133981347,0.0024154589371980675,0.0030193236714975845,4,5,0.14285714285714285,0.0010307238483482867,1.9653742965389318,0.7777777777777778,23,35,Tier 1 — National Hub
IND506002AAA,WARANGAL_HUNTERRD_I (TELANGANA),0.01061063312754499,0.0018115942028985505,0.0018115942028985505,3,3,0.0,0.001029899055787262,2.032547431928237,0.8229166666666666,87,36,Tier 1 — National Hub
IND821115AAB,SASARAM_CENTRAL_I_2 (BIHAR),0.009993946757738955,0.003623188405797101,0.0030193236714975845,6,5,0.1388888888888889,0.002433804283625161,1.7886799447510766,0.8839039748130658,80,37,Tier 1 — National Hub
IND505001AAB,KARIMNAGAR_KAMNHBRD_I (TELANGANA),0.009975808923332895,0.006642512077294686,0.004830917874396135,11,8,0.15384615384615385,0.0025447413006457315,1.9965125717613177,0.9473684210526315,77,38,Tier 1 — National Hub
IND580028AAA,HUBLI_ADARGCHI_IP (KARNATAKA),0.009584837826135607,0.005434782608695652,0.004830917874396135,9,8,0.0989010989010989,0.0037730879749351054,2.3216478289489366,0.9967320261437908,145,39,Tier 1 — National Hub
IND335513AAA,HANUMANGARH_DC (RAJASTHAN),0.009413536056745041,0.0018115942028985505,0.0018115942028985505,3,3,0.06666666666666667,0.0013587957424468992,1.6359866783779828,0.8981481481481483,36,40,Tier 1 — National Hub
IND125001AAA,HISAR_MODELTWN_P (HARYANA),0.009244249602288482,0.004227053140096618,0.004830917874396135,7,8,0.10606060606060606,0.0025379589801566246,2.0037178834237657,0.8955555555555555,73,41,Tier 1 — National Hub
IND000000ACA,LUDHIANA_MILRGANJ_HB (PUNJAB),0.009183790154268285,0.00785024154589372,0.005434782608695652,13,9,0.11666666666666667,0.0028006435992362633,1.5671613286789559,0.841765873015873,262,42,Tier 1 — National Hub
IND305001AAC,AJMER_FOYSGRRD_I (RAJASTHAN),0.00915557574519219,0.0030193236714975845,0.0024154589371980675,5,4,0.10714285714285714,0.0027651008942235337,2.200101629425245,0.9869281045751634,112,43,Tier 1 — National Hub
IND384205AAA,MEHSANA_PANCHOT_IP (GUJARAT),0.008786773112268975,0.003623188405797101,0.003623188405797101,6,6,0.1111111111111111,0.001810714561303902,1.7225983974606436,0.777483164983165,102,44,Tier 1 — National Hub
IND221313AAA,VARANASI_CENTRAL_H_4 (UTTAR PRADESH),0.008734374923984801,0.0006038647342995169,0.003623188405797101,1,6,0.047619047619047616,0.0004348021745979384,4.640612427766805,1.0,21,45,Tier 1 — National Hub
IND515004AAA,ANANTAPUR_KAMASTRT_I (ANDHRA PRADESH),0.008577180359132283,0.003623188405797101,0.003623188405797101,6,6,0.08888888888888889,0.0025528297216875946,1.8737726018105274,0.9580610021786492,117,46,Tier 1 — National Hub
IND390022AAA,VADODARA_KARELIBAUG_DPC (GUJARAT),0.008210393041143075,0.0030193236714975845,0.0024154589371980675,5,4,0.26666666666666666,0.0012732030231552669,2.986052718928386,0.773989898989899,78,47,Tier 1 — National Hub
IND532001AAB,SRIKAKULAM_KUSLPRAM_I (ANDHRA PRADESH),0.008000800288006383,0.0030193236714975845,0.0024154589371980675,5,4,0.17857142857142858,0.0016341130471827403,1.74136950853198,0.9907407407407407,119,48,Tier 1 — National Hub
IND518002AAA,KURNOOL_ABBASNGR_I (ANDHRA PRADESH),0.007773069700463632,0.006038647342995169,0.004830917874396135,10,8,0.12121212121212122,0.002648579488934301,1.7047011134537495,0.9019680936347603,140,49,Tier 1 — National Hub
IND785682AAA,SIVASAGAR_BABUPATY_D (ASSAM),0.007732763401783499,0.0012077294685990338,0.0012077294685990338,2,2,0.0,0.0013242853792510868,2.7385714285714284,1.0,39,50,Tier 1 — National Hub
IND342005AAD,JODHPUR_BASNI_I (RAJASTHAN),0.00759975261613906,0.0012077294685990338,0.0024154589371980675,2,4,0.2,0.0009261551446727075,1.8635949834479248,0.9695767195767195,51,51,Tier 1 — National Hub
IND332404AAA,REENGUS_SHOP2DPP_D (RAJASTHAN),0.007501002184372735,0.0012077294685990338,0.0006038647342995169,2,1,0.6666666666666666,0.0005671474721808943,1.2513186561174177,0.5694444444444445,21,52,Tier 1 — National Hub
IND783348AAA,BILASIPARA_WARDNO5_D (ASSAM),0.0074606958856926016,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0007062398976853293,1.6729497354497354,1.0,21,53,Tier 1 — National Hub
IND560300AAA,BENGALURU_KGAIRPRT_HB (KARNATAKA),0.007200720259205744,0.0024154589371980675,0.007246376811594202,4,12,0.21794871794871795,0.000806529750024961,1.7603520812363374,0.6533969901421125,609,54,Tier 1 — National Hub
IND244235AAA,GAJRAULA_JAWAHARN_D (UTTAR PRADESH),0.007110031087175446,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.00022059922462862194,0.6709164818920916,0.07142857142857142,41,55,Tier 1 — National Hub
IND785001AAA,JORHAT_RICMILRD_D (ASSAM),0.007099954512505413,0.0030193236714975845,0.0018115942028985505,5,3,0.13333333333333333,0.002578606612461215,7.441288116123642,1.0,30,56,Tier 1 — National Hub
IND335701AAA,ANUPGARH_PRMNRDPP_D (RAJASTHAN),0.007067709473561306,0.0012077294685990338,0.0006038647342995169,2,1,0.3333333333333333,0.0009046235690717544,1.1527777777777777,0.484126984126984,18,57,Tier 1 — National Hub
IND783129AAA,LAKHIPUR_WRDN4DPP_D (ASSAM),0.0070616635287592865,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0007211901703703613,2.0642540832758223,1.0,11,58,Tier 1 — National Hub
IND335001AAA,GANGA NAGAR_DC (RAJASTHAN),0.007043525694353226,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.000581193024716389,1.4878260869565216,0.8166666666666667,16,59,Tier 1 — National Hub
IND506143AAA,GHANPUR_PALAKRTY_D (TELANGANA),0.0070253878599471666,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005000299829371322,1.84375,1.0,33,60,Tier 1 — National Hub
IND474003AAA,GWALIOR_HRIHRNGR_I (MADHYA PRADESH),0.006809749162008456,0.004830917874396135,0.003623188405797101,8,6,0.10606060606060606,0.002243021607639773,2.3875504234756204,0.8965201465201466,83,61,Tier 1 — National Hub
IND691001AAB,KOLLAM_CENTRAL_H_1 (KERALA),0.0067311518795821965,0.0012077294685990338,0.0024154589371980675,2,4,0.0,0.0014442276296097445,1.440395324454464,0.6693121693121693,64,62,Tier 1 — National Hub
IND335051AAA,RAISINGNGR_BISNOLDPP_D (RAJASTHAN),0.00666867711662799,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0008882308844263035,1.597222222222222,0.6428571428571428,17,63,Tier 1 — National Hub
IND794101AAA,TURA_SRACMPLX_D (MEGHALAYA),0.006662631171825971,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0007325306493877553,2.2987117552334944,1.0,10,64,Tier 1 — National Hub
IND125104AAA,SIRSA_ANPRNDPP_D (HARYANA),0.00664449333741991,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0006135237742239368,2.271578947368421,0.9,11,65,Tier 1 — National Hub
IND506167AAB,JANGAON_HANMKOND_D (TELANGANA),0.006626355503013851,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005452380143372165,1.7154605263157894,1.0,32,66,Tier 1 — National Hub
IND785675AAA,MORANHAT_TILOIDPP_D (ASSAM),0.006610232983541797,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.00042902523588658997,2.5292397660818713,1.0,4,67,Tier 1 — National Hub
IND341306AAA,SUJANGARH_LDNUNDPP_D (RAJASTHAN),0.006606202353673784,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0007646004459512393,2.2465861344537816,1.0,18,68,Tier 1 — National Hub
IND785612AAB,BOKAKHAT_MLNPRDPP_D (ASSAM),0.006604187038739778,0.0012077294685990338,0.0012077294685990338,2,2,0.3333333333333333,0.0007019965794352375,2.239011351458139,1.0,5,69,Tier 1 — National Hub
IND756100AAC,BHADRAK_CENTRAL_I_2 (ORISSA),0.006573957314729678,0.0018115942028985505,0.0024154589371980675,3,4,0.3,0.0009867171870441623,2.105749304552739,0.9761904761904763,44,70,Tier 1 — National Hub
IND249407AAA,HARIDWAR (UTTARAKHAND),0.006428854639481199,0.0030193236714975845,0.0018115942028985505,5,3,0.2,0.0020829908992339116,3.1314869923921647,1.0,103,71,Tier 1 — National Hub
IND444005AAB,AKOLA_GAURKSHN_I (MAHARASHTRA),0.006420793379745173,0.0018115942028985505,0.0018115942028985505,3,3,0.1,0.0015173963297994899,2.543735368948217,1.0,72,72,Tier 1 — National Hub
IND756019AAA,BALASORE_GANESHWR_D (ORISSA),0.006418778064811166,0.0018115942028985505,0.0030193236714975845,3,5,0.09523809523809523,0.0008528171804040063,1.6051461000474156,0.9375,18,73,Tier 1 — National Hub
IND334001AAC,BIKANER_ITICOLLG_L (RAJASTHAN),0.006370410506395007,0.0006038647342995169,0.0012077294685990338,1,2,0.3333333333333333,0.00029402092340129595,1.5479302832244006,1.0,9,74,Tier 1 — National Hub
IND416012AAA,KOLHAPUR_SHIVAJI_I (MAHARASHTRA),0.006368395191461,0.0030193236714975845,0.0030193236714975845,5,5,0.1111111111111111,0.00204902908062066,2.709974929897531,1.0,92,75,Tier 1 — National Hub
IND585104AAA,GULBARGA_NEHRUGNJ_I (KARNATAKA),0.0061850015324663955,0.0030193236714975845,0.0030193236714975845,5,5,0.0,0.001629525012787401,2.1181803941672364,0.9514880952380953,121,76,Tier 1 — National Hub
IND605010AAB,PONDICHERRY_VASANTHM_I (PONDICHERRY),0.006172909642862355,0.0012077294685990338,0.0018115942028985505,2,3,0.0,0.0008418515127955301,1.6621902805712891,0.8,42,77,Tier 1 — National Hub
IND742102AAB,BERHAMPORE_CENTRAL_I_2 (WEST BENGAL),0.006098342990304109,0.0030193236714975845,0.0030193236714975845,5,5,0.027777777777777776,0.0014161434078601787,2.724514393317346,0.9,94,78,Tier 1 — National Hub
IND403726AAA,GOA_HUB (GOA),0.005828290789147219,0.0024154589371980675,0.003623188405797101,4,6,0.1388888888888889,0.0012716516396222635,1.9966041061088564,0.9357142857142857,86,79,Tier 1 — National Hub
IND205001AAB,MAINPURI_AGRAROAD_I (UTTAR PRADESH),0.005800076380071126,0.0018115942028985505,0.0030193236714975845,3,5,0.25,0.0010677522059152457,2.254043444708145,1.0,47,80,Tier 1 — National Hub
IND312001AAA,CHITTAURGARH_DC (RAJASTHAN),0.005632805240548574,0.0012077294685990338,0.0012077294685990338,2,2,0.16666666666666666,0.00081353098572897,1.5743650956886253,0.7777777777777778,41,81,Tier 1 — National Hub
IND783301AAA,DHUBRI_TETULTOL_D (ASSAM),0.005630789925614567,0.0012077294685990338,0.0006038647342995169,2,1,0.0,0.0006896783181877637,2.057142857142857,1.0,21,82,Tier 1 — National Hub
IND341001AAC,NAGAUR_KISANCO_D (RAJASTHAN),0.005572345792528375,0.0012077294685990338,0.0012077294685990338,2,2,0.3333333333333333,0.000673773751573397,1.5878380146871869,0.875,14,83,Tier 2 — Secondary Hub
IND263153AAB,RUDRAPUR_UDHAMNGR_H (UTTARAKHAND),0.005399028708203803,0.003623188405797101,0.004227053140096618,6,7,0.14545454545454545,0.0019128233386984839,2.2474237172590144,0.7008208608887342,104,84,Tier 2 — Secondary Hub
IND000000AFT,MUMBAI_SANPADA_I (MAHARASHTRA),0.005397013393269797,0.0030193236714975845,0.004830917874396135,5,8,0.07142857142857142,0.001303710326866537,2.758197358197358,1.0,256,85,Tier 2 — Secondary Hub
IND523002AAA,ONGOLE_SUBHVRTL_I (ANDHRA PRADESH),0.005300278276437478,0.0024154589371980675,0.0030193236714975845,4,5,0.1388888888888889,0.0019953639156183155,2.243976286465321,0.898148148148148,74,86,Tier 2 — Secondary Hub
IND563131AAB,BANGARAPET_KOLARRD_D (KARNATAKA),0.0052337728836152585,0.0018115942028985505,0.0018115942028985505,3,3,0.5,0.0008920823500496992,1.5835748129865774,0.6277777777777778,49,87,Tier 2 — Secondary Hub
IND585401AAA,BIDAR (KARNATAKA),0.005229742253747245,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0004956810663202076,1.8397435897435899,1.0,43,88,Tier 2 — Secondary Hub
IND487001AAA,NARSINGPUR_JRJOLDPP_D (MADHYA PRADESH),0.005185405325199099,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0002510927287608351,1.4393478260869565,1.0,6,89,Tier 2 — Secondary Hub
IND431136AAC,AURANGABAD_CENTRAL_H_1 (MAHARASHTRA),0.005006042296072507,0.0030193236714975845,0.0030193236714975845,5,5,0.047619047619047616,0.001448311516178245,2.2123906697888756,1.0,107,90,Tier 2 — Secondary Hub
IND788026AAC,SILCHAR_SIRIKONA_H (ASSAM),0.004989919776600455,0.0024154589371980675,0.0024154589371980675,4,4,0.19047619047619047,0.0014005981243035669,4.140298646100277,1.0,57,91,Tier 2 — Secondary Hub
IND721306AAA,KHARAGPUR_DC (WEST BENGAL),0.004987904461666448,0.0024154589371980675,0.0024154589371980675,4,4,0.09523809523809523,0.001177281748357953,1.9682099144763618,1.0,49,92,Tier 2 — Secondary Hub
IND282002AAD,NAN,0.004951628792854328,0.003623188405797101,0.0030193236714975845,6,5,0.2777777777777778,0.0012489904127529674,1.9576578538420646,0.9090909090909091,60,93,Tier 2 — Secondary Hub
IND742137AAA,KANDI_DOHALDPP_D (WEST BENGAL),0.00484280178641797,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0007551607953419413,1.784848484848485,1.0,9,94,Tier 2 — Secondary Hub
IND311001AAA,BHILWARA_DC (RAJASTHAN),0.0048367558416159495,0.0012077294685990338,0.0006038647342995169,2,1,0.6666666666666666,0.0008323338302975902,1.7972027972027973,1.0,19,95,Tier 2 — Secondary Hub
IND502286AAB,NARAYANKHED_DATATRYA_D (TELANGANA),0.004830709896813929,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005406119635577848,1.625047366426677,0.9772727272727273,44,96,Tier 2 — Secondary Hub
IND328001AAA,DHOLPUR_GTROAD_D (RAJASTHAN),0.0047964495429358165,0.0018115942028985505,0.0018115942028985505,3,3,0.5,0.0004459412403493327,1.7062102041812188,0.5571428571428572,27,97,Tier 2 — Secondary Hub
IND487551AAA,GADARWARA_MPWARD_D (MADHYA PRADESH),0.004786372968265783,0.0012077294685990338,0.0006038647342995169,2,1,0.0,0.0005342056517301885,1.4905611672278338,0.8571428571428571,15,98,Tier 2 — Secondary Hub
IND341303AAA,DIDWANA_KATLADPP_D (RAJASTHAN),0.00477629639359575,0.0012077294685990338,0.0006038647342995169,2,1,0.3333333333333333,0.0007579022543091409,1.7344269579176699,1.0,24,99,Tier 2 — Secondary Hub
IND151001AAA,BHATINDA_DPC (PUNJAB),0.004609025254073198,0.003623188405797101,0.0024154589371980675,6,4,0.14285714285714285,0.0019917877056241672,2.715697106102726,0.5144444444444444,99,100,Tier 2 — Secondary Hub
IND605601AAA,VILLUPURAM_THIRUMTR_IP (TAMIL NADU),0.004607009939139191,0.0018115942028985505,0.0018115942028985505,3,3,0.0,0.0012540190320288675,1.5930272080717127,0.938888888888889,52,101,Tier 2 — Secondary Hub
IND583101AAA,BELLARY_DC (KARNATAKA),0.004602979309271178,0.0018115942028985505,0.0012077294685990338,3,2,0.16666666666666666,0.0009513944972379121,2.0549871625220546,1.0,49,102,Tier 2 — Secondary Hub
IND422011AAD,NASHIK_TGRNIARD_I (MAHARASHTRA),0.004590887419667139,0.0012077294685990338,0.0024154589371980675,2,4,0.3,0.001142038823436217,2.1163718071207813,0.8636363636363636,74,103,Tier 2 — Secondary Hub
IND756045AAB,SORO_UTTARDPP_D (ORISSA),0.004588872104733132,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0002746827289963023,1.6770833333333335,1.0,2,104,Tier 2 — Secondary Hub
IND695012AAA,TRIVANDRUM_MNANTHLA_H (KERALA),0.0045082595073728665,0.0030193236714975845,0.0012077294685990338,5,2,0.0,0.0016675336074720062,1.9580662894026948,0.8095238095238095,23,105,Tier 2 — Secondary Hub
IND312403AAA,BARISADRI_BHMPRDPP_D (RAJASTHAN),0.00445183068922068,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005101715179283203,1.9107142857142856,0.8888888888888888,16,106,Tier 2 — Secondary Hub
IND363310AAB,DHRANGADHRA_NVYGRDPP_D (GUJARAT),0.004449815374286673,0.0012077294685990338,0.0006038647342995169,2,1,0.6666666666666666,0.0007561843744311452,2.234207320302982,0.875,18,107,Tier 2 — Secondary Hub
IND573134AAB,SAKLESHPUR_RGVDRDPP_D (KARNATAKA),0.004449815374286673,0.0012077294685990338,0.0012077294685990338,2,2,0.3333333333333333,0.0011206274840440354,1.8290553971134733,0.9545454545454546,29,108,Tier 2 — Secondary Hub
IND742401AAA,GHANASHYAMPUR_NDITADPP_D (WEST BENGAL),0.00444578474441866,0.0006038647342995169,0.0012077294685990338,1,2,0.0,0.0007623624117480234,2.587121212121212,1.0,23,109,Tier 2 — Secondary Hub
IND342301AAA,PHALODI_PALIKDPP_D (RAJASTHAN),0.00444578474441866,0.0024154589371980675,0.0006038647342995169,4,1,0.5,0.0006215511068923241,1.701453388372893,0.7057142857142857,30,110,Tier 2 — Secondary Hub
IND313324AAA,RAJSAMAND_KANKROLI_D (RAJASTHAN),0.004437723484682634,0.0006038647342995169,0.0006038647342995169,1,1,1.0,0.0008277050492900557,1.9230769230769231,1.0,19,111,Tier 2 — Secondary Hub
IND502220AAC,ZAHIRABAD_MOHIM_D (TELANGANA),0.0044316775398806135,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005804827615681322,1.8519704433497537,0.9772727272727273,44,112,Tier 2 — Secondary Hub
IND721102AAA,MIDNAPORE_TALKUI_D (WEST BENGAL),0.004429662224946607,0.0006038647342995169,0.0006038647342995169,1,1,1.0,0.00036509182146595256,5.123655913978495,1.0,18,113,Tier 2 — Secondary Hub
IND342902A1B,NAN,0.004425631595078593,0.0012077294685990338,0.0006038647342995169,2,1,0.3333333333333333,0.00044985018463447265,1.7386355033413856,1.0,16,114,Tier 2 — Secondary Hub
IND756029AAA,BASTA_CENTRAL_DPP_1 (ORISSA),0.004423616280144587,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.00023098738981816333,1.6078947368421053,1.0,2,115,Tier 2 — Secondary Hub
IND232101AAB,MUGHALSARAI_CENTRAL_D_2 (UTTAR PRADESH),0.004395401871068494,0.0012077294685990338,0.0006038647342995169,2,1,0.3333333333333333,0.0002884435195774799,1.7320512820512821,1.0,11,116,Tier 2 — Secondary Hub
IND464668AAA,BARELI_SOURVDPP_D (MADHYA PRADESH),0.004389355926266474,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.0005735914366291708,1.3486781076066792,0.7857142857142857,9,117,Tier 2 — Secondary Hub
IND244221AAA,AMROHA_SAMITIRD_D (UTTAR PRADESH),0.004387340611332467,0.0006038647342995169,0.0006038647342995169,1,1,0.0,0.00047327259341054103,1.427371794871795,0.8023809523809524,41,118,Tier 2 — Secondary Hub
IND201007AAA,GZB_MOHAN_NAGAR_DPC (UTTAR PRADESH),0.004304712699038195,0.004830917874396135,0.0030193236714975845,8,5,0.17857142857142858,0.0018996009173429238,2.4484324974858436,0.8861693861693862,70,119,Tier 2 — Secondary Hub
IND632006AAA,VELLORE_GNDHINGR_IP (TAMIL NADU),0.004224100101677929,0.0024154589371980675,0.0030193236714975845,4,5,0.23809523809523808,0.0006877511755409173,1.8158930203008166,0.8013867940338528,79,120,Tier 2 — Secondary Hub
